,tweet_text,directed_at,sentiment,company,target,clean_tweet,hashtags,mentions
5597,RT @mention Can't wait anymore!!! :)) &quot;Google to Launch Major New Social Network Called Circles&quot; (via @mention {link} #google #circles #sxsw,Other Google product or service,Positive emotion,Google,positive,rt can't wait anymore quot google to launch major new social network called circles quot via link,#google #circles #sxsw,@mention @mention
5598,RT @mention Can't wait to see the internet implode in Austin on Friday when everyone stops all normal activity to order an iPad 2 #sxsw,iPad,Positive emotion,Apple,positive,rt can't wait to see the internet implode in austin on friday when everyone stops all normal activity to order an ipad 2,#sxsw,@mention
5599,RT @mention Catch Charles Chen @mention SXSW &amp; ask him for a demo of ChromeOS &amp; Android access. Hint: He's wearing a Google Braille shirt. #sxsw,Unknown,No emotion toward brand or product,Unknown,neutral,rt catch charles chen sxsw amp ask him for a demo of chromeos amp android access hint he's wearing a google braille shirt,#sxsw,@mention @mention
5600,RT @mention Catch our talk on Text-To-Speech for Android &amp; Chrome @mention The League of Extraordinary Hackers. {link} #SXSW,Unknown,No emotion toward brand or product,Unknown,neutral,rt catch our talk on text to speech for android amp chrome the league of extraordinary hackers link,#sxsw,@mention @mention
5601,RT @mention Catch our talk on Text-To-Speech for Android &amp; Chrome at The League of Extraordinary Hackers. {link} #SXSW,Unknown,No emotion toward brand or product,Unknown,neutral,rt catch our talk on text to speech for android amp chrome at the league of extraordinary hackers link,#sxsw,@mention
5602,RT @mention Celebrate Beauty of the Web @mention the MSFT #IE9 launch &amp; play our new #html5 game to win an iPad2 {link} #sxsw,Unknown,No emotion toward brand or product,Unknown,neutral,rt celebrate beauty of the web the msft launch amp play our new game to win an ipad2 link,#ie9 #html5 #sxsw,@mention @mention
5604,"RT @mention Check out Left Brain Search = Google. Right Brain Search = X at SXSW.
{link} #SXSW #BetterSearch",Unknown,No emotion toward brand or product,Unknown,neutral,rt check out left brain search google right brain search x at sxsw link,#sxsw #bettersearch,@mention
5605,RT @mention Check out Lightbox.com at the Team Android Choice Awards finalists announced at #sxsw @mention and team rock!,Android,Positive emotion,Google,positive,rt check out lightbox com at the team android choice awards finalists announced at and team rock,#sxsw,@mention @mention
5606,RT @mention Check out our daily #SXSW reports (Dutch): DAY1 {link}  DAY2 {link} More to follow!,Unknown,No emotion toward brand or product,Unknown,neutral,rt check out our daily reports dutch day1 link day2 link more to follow,#sxsw,@mention
5607,RT @mention Check out the {link} site - download the iPhone app and get ready for SXSW (special Q&amp;A stream) #SXSW,iPad or iPhone App,Positive emotion,Apple,positive,rt check out the link site download the iphone app and get ready for sxsw special q amp a stream,#sxsw,@mention
5608,RT @mention Check out the @mention Route {link} ; RSVP here -&gt; https://www.facebook.com/event.php?eid=141164002609303 #sxswi #sxsw,Unknown,No emotion toward brand or product,Unknown,neutral,rt check out the route link rsvp here gt https www facebook com event php eid 141164002609303,#sxswi #sxsw,@mention @mention
5609,RT @mention Check out the #dokobots game from @mention for iPhone and Android.  Seems pretty cool. #geogames #SXSW #tmsxsw,iPad or iPhone App,Positive emotion,Apple,positive,rt check out the game from for iphone and android seems pretty cool,#dokobots #geogames #sxsw #tmsxsw,@mention @mention
5610,RT @mention Check out the daily recaps of #sxsw by @mention &amp; @mention at the @mention hotspot: {link},Unknown,No emotion toward brand or product,Unknown,neutral,rt check out the daily recaps of by amp at the hotspot link,#sxsw,@mention @mention @mention @mention
5611,RT @mention Check out the FREE @mention Sampler on iTunes! {link} #SXSW,Other Apple product or service,Positive emotion,Apple,positive,rt check out the free sampler on itunes link,#sxsw,@mention @mention
5612,RT @mention Check out the FREE SXSW Sampler on iTunes! {link} #SXSW,Unknown,No emotion toward brand or product,Unknown,neutral,rt check out the free sxsw sampler on itunes link,#sxsw,@mention
5613,RT @mention Check out the new @mention app {link} - this is gonna be HUGE next week at #sxsw and beyond.,Unknown,Positive emotion,Unknown,positive,rt check out the new app link this is gonna be huge next week at and beyond,#sxsw,@mention @mention
5614,"RT @mention Check out this new #android app #bizzy, we're using it to check out #sxsw {link}",Android App,Positive emotion,Google,positive,rt check out this new app we're using it to check out link,#android #bizzy #sxsw,@mention
5615,RT @mention Check out Your Mom Has an iPad: Designing for Boomers at SXSW.{link} #SXSW,Unknown,No emotion toward brand or product,Unknown,neutral,rt check out your mom has an ipad designing for boomers at sxsw link,#sxsw,@mention
5616,RT @mention Checking out the Apple pop up store. Looking fwd to checking out the iPad 2. #sxsw #mosaicxm MK {link},iPad,Positive emotion,Apple,positive,rt checking out the apple pop up store looking fwd to checking out the ipad 2 mk link,#sxsw #mosaicxm,@mention
5617,"RT @mention Checkins are fun, but we need to extend beyond just being fun and make checkins useful #sxsw #google",Unknown,No emotion toward brand or product,Unknown,neutral,rt checkins are fun but we need to extend beyond just being fun and make checkins useful,#sxsw #google,@mention
5618,"RT @mention Checkout the #TronLoungeSXSW to see Disney 2nd screen, FREE iPad app &amp; TronLegacy R3CONF1GUR3D Soundtrax #SXSW",Unknown,No emotion toward brand or product,Unknown,neutral,rt checkout the to see disney 2nd screen free ipad app amp tronlegacy r3conf1gur3d soundtrax,#tronloungesxsw #sxsw,@mention
5619,RT @mention Checkout the League of Extraordinary Hackers at #SXSW by #LEGO and #GOOGLE - {link},Unknown,No emotion toward brand or product,Unknown,neutral,rt checkout the league of extraordinary hackers at by and link,#sxsw #lego #google,@mention
5620,"So @mention claims Android phones were everywhere at last year's #SXSW. Dude, the iOS to Android ratio is like 15-to-1. iPhone 4 is everywhere",iPhone,Positive emotion,Apple,positive,so claims android phones were everywhere at last year's dude the ios to android ratio is like 15 to 1 iphone 4 is everywhere,#sxsw,@mention
5621,RT @mention Clearly #wp7dev won the mobile smackdown v iPhone and Android at Iron Dev #sxsw. Kudos @mention,Unknown,No emotion toward brand or product,Unknown,neutral,rt clearly won the mobile smackdown v iphone and android at iron dev kudos,#wp7dev #sxsw,@mention @mention
5622,"RT @mention CNN to launch &quot;TV everywhere&quot; service for mobile, Google TV and computers: {link} #SXSW",Unknown,No emotion toward brand or product,Unknown,neutral,rt cnn to launch quot tv everywhere quot service for mobile google tv and computers link,#sxsw,@mention
5624,RT @mention Co Founder of Google Teacher Academy is bringing HS students from Austin to show how they use tech:  #SxSW #education,Unknown,No emotion toward brand or product,Unknown,neutral,rt co founder of google teacher academy is bringing hs students from austin to show how they use tech,#sxsw #education,@mention
5625,RT @mention Co Founder of Google Teacher Academy is bringing HS students from Austin to show how they use tech: {link} #SxSW #education,Unknown,No emotion toward brand or product,Unknown,neutral,rt co founder of google teacher academy is bringing hs students from austin to show how they use tech link,#sxsw #education,@mention
5626,"RT @mention Come by Aquent Booth 1413 at #SXSW to learn about internetonlinewebsite.com, meet us &amp; enter to win an iPad 2!",Unknown,No emotion toward brand or product,Unknown,neutral,rt come by aquent booth 1413 at to learn about internetonlinewebsite com meet us amp enter to win an ipad 2,#sxsw,@mention
5627,"RT @mention Come by Google's zone at #SXSW, they've set up a dodgeball court",Unknown,No emotion toward brand or product,Unknown,neutral,rt come by google's zone at they've set up a dodgeball court,#sxsw,@mention
5628,RT @mention Come celebrate w/ Charity Water tonight! (Google is throwin the party). Jump start your #sxsw week off right! studentsforcleanwater.org/rsvp,Google,Positive emotion,Google,positive,rt come celebrate w charity water tonight google is throwin the party jump start your week off right studentsforcleanwater org rsvp,#sxsw,@mention
5629,RT @mention Come check out @mention iPad App demos at #ARM's #SXSWparty on Mon! {link} #SXSW #SXSW2011,Unknown,No emotion toward brand or product,Unknown,neutral,rt come check out ipad app demos at s on mon link,#arm #sxswparty #sxsw #sxsw2011,@mention @mention
5630,RT @mention Come get your morning cup of joe from the Evri booth 206 - and sign up to win an iPad 2! #SXSW #sxswi,Unknown,No emotion toward brand or product,Unknown,neutral,rt come get your morning cup of joe from the evri booth 206 and sign up to win an ipad 2,#sxsw #sxswi,@mention
5631,RT @mention come over to the Tech Cocktail event tonight to check out our Mobile Smackdown event! #sxsw #iphone #android #windowsphone,Unknown,No emotion toward brand or product,Unknown,neutral,rt come over to the tech cocktail event tonight to check out our mobile smackdown event,#sxsw #iphone #android #windowsphone,@mention
5632,"RT @mention Come party down with @mention &amp; Google tonight at #sxsw: {link} Bands, food, art, interactive maps!",Google,Positive emotion,Google,positive,rt come party down with amp google tonight at link bands food art interactive maps,#sxsw,@mention @mention
5633,"RT @mention Come party w/ @mention and Google tonight at #sxsw: {link} Bands, food, art, ice cream, nifty interactive maps!",Unknown,No emotion toward brand or product,Unknown,neutral,rt come party w and google tonight at link bands food art ice cream nifty interactive maps,#sxsw,@mention @mention
5634,RT @mention Come to Singapore Roar's Party. The 512 at 6th Street. {link} #sgroars #sxswi #sxsw,Unknown,No emotion toward brand or product,Unknown,neutral,rt come to singapore roar's party the 512 at 6th street link,#sgroars #sxswi #sxsw,@mention
5635,RT @mention Come to the 365PlusMedia booth at #SXSW (across from Google) -- like us on Twitter at the booth and get a free @mention body scrub!!,Unknown,No emotion toward brand or product,Unknown,neutral,rt come to the 365plusmedia booth at across from google like us on twitter at the booth and get a free body scrub,#sxsw,@mention @mention
5636,RT @mention Complete Android Guide (print) on sale at #sxsw bookstore today: $15. Include 99-cent upgrade to 2.4/3.0-ready ebook. Signing at 4:30!,Unknown,No emotion toward brand or product,Unknown,neutral,rt complete android guide print on sale at bookstore today 15 include 99 cent upgrade to 2 4 3 0 ready ebook signing at 4 30,#sxsw,@mention
5637,RT @mention Conan to his Asst: 'Lots of hipsters here..She's looking for a man w/ a fedora and an Ipad 2' lol! #SXSW,Unknown,No emotion toward brand or product,Unknown,neutral,rt conan to his asst lots of hipsters here she's looking for a man w a fedora and an ipad 2 lol,#sxsw,@mention
5638,RT @mention Confirmed! Apple store 2 week popup in Austin for #SXSW Now with picture!  {link},Unknown,No emotion toward brand or product,Unknown,neutral,rt confirmed apple store 2 week popup in austin for now with picture link,#sxsw,@mention
5639,RT @mention Confirmed! Apple store 2 week popup in Austin for #SXSW Now with picture!  {link} ( via @mention who gave us no credit! ),Unknown,No emotion toward brand or product,Unknown,neutral,rt confirmed apple store 2 week popup in austin for now with picture link via who gave us no credit,#sxsw,@mention @mention
5640,RT @mention Confusion over Google Circles. Google claim Circles is not being released at #sxsw and is not even in development. {link},Unknown,No emotion toward brand or product,Unknown,neutral,rt confusion over google circles google claim circles is not being released at and is not even in development link,#sxsw,@mention
